"brokertitle","type","price","beds","bath","propertysqft","address","state","administrative_area_level_2","latitude","longitude","postcode"
PPAD - Park Property Advisors,Condo for sale,2250000.0,2,2,1334.0,"415 DE Graw St Unit Ph","Brooklyn, NY ",United States,40.6819719,-73.9903277,"11217"
RE MAX Distinguished Homes & Properties,Multi-family home for sale,1299000.0,9,4,3720.0,"790 Olmstead Ave","Bronx, NY ",United States,40.8227297,-73.8517272,"10473"
J. Sikar Realty,Condo for sale,429000.0,1,1,640.0,"501 Surf Ave Apt 9D","Brooklyn, NY ",Kings County,40.5755355,-73.9735905,"11224"
Aschan Realty,House for sale,649999.0,3,2,2184.207862,"139-32 Laurelton Pkwy","Rosedale, NY ",United States,40.6670008,-73.7409018,"11422"
Brown Harris Stevens - 1926 Broadway,Townhouse for sale,10995000,7,6,9000.0,"318 W 81st St Unit Townhouse","Manhattan, NY ",United States,40.7858802,-73.9811894,"10024"
Brown Harris Stevens - 100 Seventh Avenue,Townhouse for sale,2050000.0,5,4,3000.0,"26 Rutland Rd Unit Townhouse","Brooklyn, NY ",United States,40.6586603,-73.9595973,"11225"
COMPASS,Pending,1299000.0,4,2,1456.0,"100 W 119th St Apt 3A","Manhattan, NY ",New York,40.8040587,-73.9487622,"10026"
"Behfar Team, Llc",House for sale,1075000.0,6,2,2200.0,"1455 E 15th St","Brooklyn, NY ",United States,40.6141979,-73.9591151,"11230"
TRACEY REAL ESTATE,Co-op for sale,174000.0,1,1,800.0,"3105 Avenue V Apt 1H","Brooklyn, NY ",New York,40.5997081,-73.9344974,"11229"
Century 21 Realty First,Multi-family home for sale,2150000.0,8,4,3200.0,"2226 63rd St","Brooklyn, NY ",United States,40.614446,-73.9795824,"11204"
Connie Profaci Realty,House for sale,1193000.0,2,2,1518.0,"1085 Todt Hill Rd","Staten Island, NY ",United States,40.5839283,-74.1113788,"10304"
COMPASS,Co-op for sale,3195000.0,3,3,2184.207862,"875 5th Ave Unit 9A","Manhattan, NY ",New York,40.7701916,-73.9682413,"10065"
Corcoran Bedford Stuyvesant,House for sale,4995000.0,4,4,2184.207862,"464 1st St","Brooklyn, NY ",United States,40.6712943,-73.9771145,"11215"
Sotheby's International Realty - Downtown Manhattan,Townhouse for sale,12500000,9,2,10500.0,"180 Second Ave","New York, NY ",United States,40.7305606,-73.9859258,"10003"
Pride Estates,House for sale,898000.0,5,4,2828.0,"185 Highland Blvd","Brooklyn, NY ",United States,40.6816001,-73.8948525,"11207"
Keller Williams NYC,Multi-family home for sale,1288000.0,5,3,1500.0,"147-18 16th Rd","Whitestone, NY ",United States,40.7849809,-73.8178033,"11357"
Prodigy Real Estate Inc.,House for sale,1749999.0,4,4,2600.0,"106 Overlook Ave","Staten Island, NY ",United States,40.595688,-74.0982331,"10304"
RE MAX Elite,Condo for sale,575000.0,2,2,1253.0,"101-02 Shore Front Pkwy Unit 26A","Rockaway Park, NY ",New York,40.5824866,-73.8213437,"11694"
"Nest Seekers International, Midtown",Condo for sale,5100000.0,4,2,2183.0,"201 W 17th St Ph F","New York, NY ",United States,40.7408109,-73.998475,"10011"
COMPASS,Condo for sale,2000000.0,1,2,1321.0,"108 Reade St Unit 4W","Manhattan, NY ",New York,40.7159753,-74.0083683,"10013"
Keller Williams Ny Realty,Co-op for sale,170000.0,2,1,850.0,"3555 Kings College Pl Apt 2G","Bronx, NY ",New York,40.8813916,-73.8757001,"10467"
Corcoran Westside Columbus,Co-op for sale,1295000.0,2,2,2100.0,"28 Old Fulton St # Thf","Brooklyn, NY ",New York,40.702334,-73.9937463,"11201"
"KMS Realty Group, Inc.",House for sale,749000.0,3,2,1332.0,"767 Brighton Ave","Staten Island, NY ",United States,40.6333903,-74.0969828,"10301"
Momentum Real Estate Llc,Multi-family home for sale,1848000.0,3,4,3640.0,"1862 84th Ave","Brooklyn, NY ",United States,40.607214,-73.9998636,"11214"
COMPASS,Co-op for sale,465000.0,2,2,2184.207862,"420 E 51st St Apt 10C","Manhattan, NY ",New York,40.754032,-73.965157,"10022"
Voro Llc,Co-op for sale,298999.0,2,1,2184.207862,"229-17 87th Ave Unit Upper","Queens Village, NY ",United States,40.7317712,-73.739171,"11427"
EXIT ALL SEASONS REALTY,Co-op for sale,209900.0,1,1,780.0,"3845 Shore Pkwy Apt 5H","Brooklyn, NY ",New York,40.586901,-73.932949,"11235"
COMPASS,Co-op for sale,539000.0,1,1,2184.207862,"385 E 18th St Apt 6J","Brooklyn, NY ",New York,40.6419847,-73.9614428,"11226"
Douglas Elliman  -111 Fifth Ave,House for sale,2975000.0,3,2,2184.207862,"474 Sterling Pl","Brooklyn, NY ",United States,40.674276,-73.9626129,"11238"
Akcess24homes Inc,Multi-family home for sale,2099000.0,6,5,2184.207862,"97-19 63rd Dr","Rego Park, NY ",United States,40.7308373,-73.8599677,"11374"
Houlihan Lawrence Bronxville,Co-op for sale,199900.0,1,1,925.0,"55 E 190th St Apt 3","Bronx, NY ",New York,40.863113,-73.8983227,"10468"
COMPASS,Co-op for sale,789000.0,2,1,2184.207862,"400 E 77th St Apt 4E","Manhattan, NY ",New York,40.7707244,-73.9533267,"10075"
RE MAX Edge,Multi-family home for sale,1998000.0,6,3,3192.0,"578 Ovington Ave","Brooklyn, NY ",United States,40.631406,-74.0193512,"11209"
Douglas Elliman - 237 Smith St,Condo for sale,1250000.0,3,2,1281.0,"425 14th St Unit D1 /D2","Brooklyn, NY ",New York,40.7308035,-73.9808981,"11215"
Apple Realty Group Corp,Condo for sale,680000.0,2,2,1058.0,"167-09 Powell Cove Blvd Unit 26","Beechhurst, NY ",New York,40.7942255,-73.7950678,"11357"
Winzone Realty Inc,House for sale,1299000.0,4,2,2184.207862,"2066 66th St","Brooklyn, NY ",United States,40.6147583,-73.9849887,"11204"
A J Realty Of Queens Inc,Multi-family home for sale,899000.0,4,2,2184.207862,"109-06 112th St","South Ozone Park, NY ",United States,40.6803198,-73.8281794,"11420"
Elegran LLC,Condo for sale,845000.0,3,2,2184.207862,"83-09 Talbot St Unit 5N","Kew Gardens, NY ",New York,40.7095418,-73.8286658,"11415"
E Realty International Corp,House for sale,2098000.0,5,4,1200.0,"147-48 8th Ave","Flushing, NY ",United States,40.7928436,-73.8190811,"11357"
Fillmore Real Estate,Co-op for sale,899000.0,2,2,1300.0,"9201 Shore Rd Apt C507","Brooklyn, NY ",New York,40.620502,-74.0396973,"11209"
Keller Williams Rlty Landmark,House for sale,758888.0,3,1,2184.207862,"203-03 34th Ave","Bayside, NY ",United States,40.7676985,-73.7850344,"11361"
Redfin Real Estate,Co-op for sale,650000.0,2,1,2184.207862,"332 W 101st St Apt 2R","New York, NY ",New York,40.798761,-73.9721556,"10025"
Flat Rate Realty Of Queens Ltd,Co-op for sale,169000.0,1,1,850.0,"165-20 Highland Ave Unit 105","Jamaica, NY ",New York,40.7106599,-73.7986899,"11432"
Brown Harris Stvns Forest Hill,Co-op for sale,695000.0,2,2,2184.207862,"35-25 77th St Unit A16","Jackson Heights, NY ",New York,40.7507718,-73.8890157,"11372"
COMPASS,Pending,395000.0,3,2,381.0,"192 Water St Ste C","Brooklyn, NY ",New York,40.7028922,-73.9860614,"11201"
Corcoran West Side,Co-op for sale,445000.0,1,1,2184.207862,"25 Tudor City Pl Apt 419","New York, NY ","10017",40.7488491,-73.9716161,"10017"
Coldwell Banker Advantage,Townhouse for sale,499000.0,3,2,1400.0,"181 Morningstar Rd","Staten Island, NY ",United States,40.633314,-74.145909,"10303"
COMPASS,Co-op for sale,449000.0,3,1,2184.207862,"440 E 56th St Apt 4D","Manhattan, NY ",New York,40.7568629,-73.9621341,"10022"
"Hall Homes Realty, Inc.",House for sale,649000.0,4,2,1120.0,"2760 Amboy Rd","Staten Island, NY ",United States,40.5694974,-74.1237437,"10306"
Hometown Properties,Co-op for sale,335000.0,1,1,756.0,"7901 4th Ave Apt E5","Brooklyn, NY ",New York,40.6273371,-74.0262024,"11209"
Exp Realty,Co-op for sale,389888.0,1,1,730.0,"37-30 73rd St Unit 5D","Jackson Heights, NY ",United States,40.7479556,-73.8929488,"11372"
RE MAX Edge,Co-op for sale,285000.0,1,1,900.0,"2815 Ocean Pkwy Apt 3F","Brooklyn, NY ",New York,40.5811062,-73.966749,"11235"
Block & Lot Real Estate SVC,Multi-family home for sale,838000.0,8,4,2184.207862,"155-17/19 113th Ave","Jamaica, NY ",United States,40.6880649,-73.7919272,"11433"
COMPASS,Condo for sale,1495000.0,2,2,1098.0,"84 Front St Apt 2B","Brooklyn, NY ",New York,40.702357,-73.9892037,"11201"
E Realty International Corp,Multi-family home for sale,1280000.0,7,5,2460.0,"86-05 91st Ave","Woodhaven, NY ",United States,40.688312,-73.856322,"11421"
Brown Harris Stevens,Co-op for sale,199900.0,1,1,2184.207862,"828 Gerard Ave Apt 5F","Bronx, NY ",New York,40.8260352,-73.9256625,"10451"
COMPASS,Pending,499000.0,1,1,615.0,"265 W 131st St Apt 5","Manhattan, NY ",New York,40.8138919,-73.9476673,"10027"
Century Homes Realty Group LLC,Multi-family home for sale,980000.0,4,4,3068.0,"262 Zerega Ave","Bronx, NY ",United States,40.8129128,-73.8461841,"10473"
RE MAX Edge,House for sale,688000.0,3,2,1344.0,"2805 W 28th St","Brooklyn, NY ",United States,40.5773399,-73.9943294,"11224"
Budget Real Estate Nyc Inc,Multi-family home for sale,679000.0,6,3,2184.207862,"1319 E 96th St","Brooklyn, NY ",United States,40.6398004,-73.8974592,"11236"
Keller Williams Legendary,Pending,999888.0,4,2,1900.0,"29-31 159th St","Flushing, NY ",United States,40.7701584,-73.8052147,"11358"
Geo Real Estate Group Inc,Co-op for sale,375000.0,1,1,500.0,"240 E 55th St Apt 8E","New York, NY ",New York,40.7581216,-73.9670704,"10022"
Netter Real Estate Inc,House for sale,848724.0,2,2,2184.207862,"53-15 37th Rd","Woodside, NY ",United States,40.7511112,-73.9089639,"11377"
Brown Harris Stevens,Townhouse for sale,1595000.0,3,8,2184.207862,"511 W 144th St Unit Townhouse","Manhattan, NY ",United States,40.8250069,-73.9486453,"10031"
City Advance Realty Inc,Condo for sale,568000.0,2,2,1253.0,"164 Beach 101st St Unit 15A","Rockaway Park, NY ",New York,40.5828044,-73.8210807,"11694"
Salmon Realty Group,Multi-family home for sale,1153000.0,4,2,3980.0,"7739 Amboy Rd","Staten Island, NY ",United States,40.5078915,-74.2530332,"10307"
Realty Connect USA LLC,Multi-family home for sale,2399000.0,10,5,2184.207862,"3505 214th Pl","Bayside, NY ",United States,40.7693956,-73.7708144,"11361"
Keller Williams Realty Greater Nassau,Co-op for sale,349000.0,1,1,800.0,"510 Ocean Pkwy Apt 4D","Kensington, NY ",United States,40.6358249,-73.973308,"11218"
Realty Trends Corp,Multi-family home for sale,2999990.0,5,6,3600.0,"226 12th St","Brooklyn, NY ",United States,40.6681258,-73.9897865,"11215"
Mont Sky Real Estate Hudson,Townhouse for sale,899000.0,3,2,1400.0,"50-07 63rd St","Woodside, NY ",United States,40.7368055,-73.9026152,"11377"
Amorelli Realty LLC,Co-op for sale,169000.0,1,1,2184.207862,"21-57 33rd St Unit 5D","Astoria, NY ",New York,40.7759232,-73.9087334,"11105"
Keller Williams Realty Staten Island,Townhouse for sale,495000.0,3,2,1280.0,"75 N Burgher Ave","Staten Island, NY ",United States,40.6396483,-74.1151985,"10310"
"Ed Bruno Realty, LLC",House for sale,749000.0,4,3,2150.0,"142 Dixon Ave","Staten Island, NY ",United States,40.6278109,-74.146957,"10303"
EXIT REALTY PRIME,House for sale,875000.0,4,3,2129.0,"79-26 268th St","Glen Oaks, NY ",United States,40.7474641,-73.704456,"11004"
RE MAX 1st Choice,Multi-family home for sale,1630000.0,11,6,2184.207862,"42-32 81st St","Elmhurst, NY ",United States,40.7424172,-73.8842849,"11373"
COMPASS,Condo for sale,849000.0,2,1,720.0,"150 W 51st St Apt 808","Manhattan, NY ",New York,40.761427,-73.982584,"10019"
Douglas Elliman - 2112 Frederick Douglass Blvd,Pending,110000.0,1,1,650.0,"6535 Broadway Apt 3G","Bronx, NY ",New York,40.906568,-73.8968047,"10471"
KELLER WILLIAMS REALTY LANDMARK II,Pending,299999.0,2,1,650.0,"124-21 Flatlands Ave Unit 8B","Brooklyn, NY ",New York,40.657696,-73.8764091,"11208"
Weichert Realtors TMT Group,Co-op for sale,335000.0,3,2,2184.207862,"18-50 211 St Unit 3D","Bayside, NY ",New York,40.7805732,-73.7825806,"11360"
"Compass Greater Ny, Llc",Co-op for sale,549000.0,3,1,1200.0,"7002 Ridge Blvd Apt D11","Brooklyn, NY ",New York,40.6358323,-74.0291372,"11209"
eXp Realty BKNY,Co-op for sale,445000.0,3,2,1250.0,"2483 W 16th St Apt 3C","Brooklyn, NY ",United States,40.5871907,-73.9840965,"11214"
Sotheby's International Realty - Downtown Manhattan,Condo for sale,9500000.0,4,4,3655.0,"1 John St # E","Brooklyn, NY ",New York,40.7046228,-73.9878238,"11201"
RE MAX Elite,Pending,999000.0,4,2,1957.0,"121 86th St","Brooklyn, NY ",United States,40.6248041,-74.0355778,"11209"
IHome Realty Group LLC,House for sale,650000.0,4,2,1482.0,"954 Brooklyn Ave","Brooklyn, NY ",United States,40.6503361,-73.9440072,"11203"
Century 21 Papp Realty,House for sale,880000.0,3,4,2100.0,"20 Gabriele Ct","Staten Island, NY ",United States,40.551314,-74.1670026,"10312"
Winzone Realty Inc,House for sale,1350000.0,5,3,2082.0,"80-31 188th St","Hollis, NY ",United States,40.7284032,-73.7803984,"11432"
Tru International Realty Corp,Condo for sale,599000.0,2,2,2184.207862,"131-19 Fowler Ave Unit 2C","Flushing, NY ",New York,40.7517561,-73.8344347,"11355"
Keller Williams Rlty Landmark,Co-op for sale,225000.0,1,1,2184.207862,"35-45 204 St Unit 399","Bayside, NY ",New York,40.7664499,-73.78359,"11361"
Level,Co-op for sale,220000.0,3,1,2184.207862,"273 Bennett Ave Apt 6E","New York, NY ",New York,40.8590729,-73.9322176,"10040"
RE/MAX Team,Co-op for sale,289000.0,3,1,2184.207862,"2199 Holland Ave Apt 5N","Bronx, NY ",New York,40.8563536,-73.865974,"10462"
Corcoran SoHo,Pending,350000.0,1,1,2184.207862,"2088 Madison Ave Apt 1A","New York, NY ",New York,40.8099146,-73.9379084,"10037"
Realty Connect USA LLC,House for sale,719999.0,3,2,2184.207862,"108-16 36 Ave","Corona, NY ",United States,40.754545,-73.859675,"11368"
AAA Young Shuen Realty Inc,House for sale,1288000.0,5,2,2184.207862,"146-06 13th Ave","Whitestone, NY ",United States,40.7886657,-73.8207928,"11357"
Voro Llc,Multi-family home for sale,1198000.0,6,5,2184.207862,"132-31 219th St","Springfield Gardens, NY ",United States,40.6811645,-73.7493264,"11413"
KELLER WILLIAMS REALTY LANDMARK II,House for sale,897888.0,3,2,1260.0,"69-29 54th Ave","Maspeth, NY ",United States,40.7292895,-73.8945367,"11378"
Anthony T Crews Real Estate LLC,House for sale,575000.0,4,2,1604.0,"190 Crystal St","Brooklyn, NY ",United States,40.6740009,-73.8743074,"11208"
COMPASS,Co-op for sale,280000.0,3,1,2184.207862,"431 E 82nd St Apt 1A","Manhattan, NY ",New York,40.7737792,-73.9495867,"10028"
Winzone Realty Inc,Co-op for sale,369000.0,2,1,2184.207862,"43-40 Union St Unit 3D","Flushing, NY ",New York,40.753455,-73.8209077,"11355"
Serhant,Condo for sale,3890000.0,3,4,2446.0,"219 E 44th St Unit 31","New York, NY ",New York,40.7518502,-73.9725168,"10017"
COMPASS,Co-op for sale,7500000.0,3,2,6000.0,"515 Broadway Apt 2B","Manhattan, NY ",New York,40.7227148,-73.9993678,"10012"
Corcoran Chelsea/Flatiron,Co-op for sale,895000.0,3,1,2184.207862,"61 Jane St Apt 6N","New York, NY ",New York,40.7382981,-74.0058899,"10014"
Awaye Realty,Condo for sale,549000.0,2,2,1000.0,"4654 Amboy Rd Unit 2B","Staten Island, NY ",New York,40.5406209,-74.1671632,"10312"
Coldwell Banker American Homes,Co-op for sale,230000.0,1,1,2184.207862,"43-25 Douglaston Pkwy Unit 6D","Douglaston, NY ",New York,40.7670699,-73.74642,"11363"
Brown Harris Stevens - 445 Park Avenue,Co-op for sale,775000.0,1,1,2184.207862,"401 W End Ave Unit 3E","Manhattan, NY ",New York,40.7845412,-73.981249,"10024"
Keller Williams Rty Gold Coast,House for sale,2100000.0,4,3,3512.0,"150-123 Powells Cove Blvd","Whitestone, NY ",United States,40.7974719,-73.8143638,"11357"
RE MAX Edge,House for sale,1080000.0,6,3,3600.0,"47 Wheeler Ave","Staten Island, NY ",United States,40.6110496,-74.1309465,"10314"
Mark Murphy Properties,Condo for sale,378888.0,1,1,718.0,"966 Clove Rd Unit H1","Staten Island, NY ",New York,40.6204781,-74.1109257,"10301"
COMPASS,Co-op for sale,7495000.0,6,4,2184.207862,"151 E 79th St Fl 11","Manhattan, NY ",New York,40.775111,-73.958515,"10075"
Ozana Realty Group,House for sale,698888.0,3,2,1440.0,"160 New Dorp Plz","Staten Island, NY ",United States,40.571472,-74.1193966,"10306"
Corcoran Chelsea/Flatiron,Condo for sale,850000.0,1,1,626.0,"158 India St Apt 3","Brooklyn, NY ",New York,40.7322099,-73.9535842,"11222"
Serhant,Townhouse for sale,2999999.0,4,3,2800.0,"465 Saint Johns Pl","Brooklyn, NY ",United States,40.6736636,-73.9623858,"11238"
Property Professional Realty,Multi-family home for sale,1149999.0,6,3,2184.207862,"86-58 261st St","Floral Park, NY ",United States,40.7320002,-73.7055812,"11001"
Brown Harris Stevens,Co-op for sale,192500.0,1,1,2184.207862,"555 Kappock St Apt 12F","Bronx, NY ",New York,40.878087,-73.9170513,"10463"
Gerard R Desgranges,Co-op for sale,395000.0,1,1,550.0,"170 W 85th St Apt 4NW","New York, NY ",New York,40.7867652,-73.9753353,"10024"
"1 Oak Real Estate Hub Inc",Multi-family home for sale,1200000.0,7,2,2184.207862,"1278 E 70th St","Brooklyn, NY ",United States,40.6243164,-73.9136042,"11234"
Bond New York- Columbus Circle,Co-op for sale,699000.0,2,1,800.0,"7 W 92nd St Apt 5G","New York, NY ",New York,40.7896573,-73.9673229,"10025"
L I Homes Of Distinction,Multi-family home for sale,649000.0,4,2,2184.207862,"616 Beach 69th St","Arverne, NY ",United States,40.5974508,-73.7983993,"11692"
Coldwell Banker Reliable Real Estate,House for sale,689000.0,3,2,1484.0,"414 Herberton Ave","Staten Island, NY ",United States,40.6313071,-74.1356833,"10302"
Realty By The Park Inc / Santana Real Estate,Condo for sale,668000.0,2,2,2184.207862,"83-75 117th St Unit 7A","Kew Gardens, NY ",New York,40.7046248,-73.8349003,"11418"
"Nest Seekers International, Tribeca",Condo for sale,2550000.0,3,2,1525.0,"422 W 49th St Apt 4A","New York, NY ",New York,40.7631417,-73.9906014,"10019"
COMPASS,Townhouse for sale,5500000.0,8,6,5925.0,"34 MT Morris Park W","Manhattan, NY ",United States,40.806166,-73.9448308,"10027"
Douglas Elliman - 575 Madison Ave,Condo for sale,6750000.0,3,3,3000.0,"525 W 22nd St Apt 2F","New York, NY ",New York,40.7476234,-74.0057263,"10011"
Sowae Corp,House for sale,580000.0,6,3,2940.0,"801 Thomas S Boyland St","Brooklyn, NY ",United States,40.6609696,-73.9111929,"11212"
Daniel Gale of Brooklyn LLC,Townhouse for sale,700000.0,4,2,2266.0,"5473 Kings Hwy","Brooklyn, NY ",United States,40.6430292,-73.9248566,"11203"
Eva Real Estate LLC,House for sale,550000.0,3,2,1410.0,"690 N Railroad Ave","Staten Island, NY ",United States,40.5882303,-74.0975793,"10304"
"Robert Defalco Realty, Inc.",Townhouse for sale,315000.0,3,2,1344.0,"2806 Richmond Ter","Staten Island, NY ",United States,40.6364,-74.154146,"10303"
Jonarbri Realty,Co-op for sale,385000.0,2,1,2184.207862,"420 44th St Apt 3","Brooklyn, NY ",New York,40.649346,-74.0086998,"11220"
Brown Harris Stevens,Townhouse for sale,2000000.0,5,3,3024.0,"246 W 123rd St Unit Townhouse","Manhattan, NY ",United States,40.808174,-73.951091,"10027"
Exp Realty,Co-op for sale,249999.0,2,1,750.0,"2018 E 59th St Unit 159D","Old Mill Basin, NY ",New York,40.6152328,-73.9176941,"11234"
Cruz Network The Bronx Realty,House for sale,749000.0,3,2,2184.207862,"2225 Seward Ave","Bronx, NY ",United States,40.821432,-73.8474428,"10473"
Sowae Corp,House for sale,220000.0,3,2,1396.0,"1800 Troy Ave","Brooklyn, NY ",United States,40.628358,-73.9339729,"11234"
Howard Hanna Coach Realtors - Floral Park,Co-op for sale,270000.0,1,1,2184.207862,"18-75 Corporal Kennedy St Unit 5J","Bayside, NY ",New York,40.779366,-73.7827644,"11360"
Winzone Realty Inc,House for sale,998000.0,4,2,2184.207862,"214-39 45th Dr","Bayside, NY ",United States,40.7593442,-73.7673557,"11361"
B Square Realty,Multi-family home for sale,1150000.0,12,6,4125.0,"254 Jefferson St","Brooklyn, NY ",United States,40.702987,-73.9273005,"11237"
RE MAX Edge,House for sale,799999.0,5,4,2288.0,"57 Middle Loop Rd","Staten Island, NY ",United States,40.5546818,-74.1625533,"10308"
Douglas Elliman - 1995 Broadway,Co-op for sale,395000.0,3,1,2184.207862,"69 W 9th St Apt 4C","New York, NY ",New York,40.734266,-73.9987024,"10011"
