"brokertitle","type","price","beds","bath","propertysqft","address","state","administrative_area_level_2","latitude","longitude","postcode"
Jamie & Connie Real Estate Grp,Co-op for sale,416000.0,3,1,950.0,"38-15 149th St Unit 2J","Flushing, NY ",New York,40.763716,-73.816271,"11354"
Douglas Elliman - 280 Metropolitan,Multi-family home for sale,1399000.0,4,4,2049.0,"980A Gates Ave","Brooklyn, NY ",United States,40.6890219,-73.9244415,"11221"
"Nest Seekers International, Tribeca",Condo for sale,7750000.0,3,3,2184.207862,"65 W 13th St Ph 1B","New York, NY ",New York County,40.7366739,-73.9966616,"10011"
Douglas Elliman - 3544 Johnson Ave,Co-op for sale,1049000.0,4,3,2400.0,"750 Kappock St Unit 611-614","Bronx, NY ",New York,40.881939,-73.9204858,"10463"
Elite Real Estate Group 1 Llc,House for sale,995000.0,4,3,2000.0,"2220 Tiemann Ave","Bronx, NY ",United States,40.8580267,-73.837909,"10469"
Douglas Elliman - Bayside,Co-op for sale,360000.0,2,2,2184.207862,"211-35 23rd Ave Unit 5F","Bayside, NY ",New York,40.7806336,-73.7800528,"11360"
Brown Harris Stevens - 445 Park Avenue,Co-op for sale,750000.0,3,2,1600.0,"1070 Park Avenue Ave Units MAIS & 1A","Manhattan, NY ",United States,40.7813792,-73.9554399,"10128"
Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,18000000,6,6,2184.207862,"640 Park Ave Fl 3","New York, NY ",New York,40.7676314,-73.9668788,"10065"
Remax Edge - RE/MAX EDGE,Co-op for sale,300000.0,1,1,800.0,"2942 W 5th St Apt 11S","Brooklyn, NY ",New York,40.5774084,-73.9732594,"11224"
Staten Island Premiere Properties,House for sale,675888.0,3,1,1662.0,"3744 Amboy Rd","Staten Island, NY ",United States,40.5517925,-74.1441587,"10308"
COMPASS,Townhouse for sale,4400000.0,3,2,2400.0,"428 Clinton St","Brooklyn, NY ",United States,40.6819385,-73.9985074,"11231"
Gittens Quick Sale Realty Inc,Co-op for sale,215000.0,1,1,2184.207862,"118-66 Metropolitan Ave Unit 1D","Kew Gardens, NY ",New York,40.7062291,-73.8326755,"11415"
Cross Country Realty,Condo for sale,250000.0,3,1,2184.207862,"380 Cozine Ave Apt 2A","Brooklyn, NY ",New York,40.6576494,-73.8782466,"11207"
Mattia Realty Inc,Multi-family home for sale,2749000.0,3,6,4480.0,"2163 E 17th St","Brooklyn, NY ",United States,40.5974982,-73.9539607,"11229"
Douglas Elliman - Franklin Square,Townhouse for sale,860000.0,3,2,2000.0,"971 E 40th St","Brooklyn, NY ",United States,40.6315943,-73.9376928,"11210"
East Coast REALTORS Inc,House for sale,825000.0,3,2,1400.0,"112-30 38th Ave","Corona, NY ",United States,40.7537084,-73.8542469,"11368"
TREBACH REALTY INC,Co-op for sale,295000.0,2,1,2184.207862,"3512 Oxford Ave Apt 1E","Bronx, NY ",Bronx County,40.8858375,-73.9088586,"10463"
COMPASS,Pending,999000.0,1,2,1150.0,"403 E 62nd St Apt 14A","Manhattan, NY ",New York,40.7614157,-73.9599761,"10065"
Peter Ashe Real Estate- Peter Ashe Real Estate,Condo for sale,599000.0,1,1,2184.207862,"158 E 100th St Apt 2R","New York, NY ",New York,40.7879956,-73.9485879,"10029"
Corcoran Chelsea/Flatiron,House for sale,6250000.0,4,2,4500.0,"26 E 22nd St # 2/3","New York, NY ",United States,40.739891,-73.9882646,"10010"
RE MAX Edge,Multi-family home for sale,2099000.0,3,6,3520.0,"1771 66th St","Brooklyn, NY ",United States,40.6190481,-73.9912327,"11204"
Benjamin Realty Since 1980,Co-op for sale,339000.0,1,1,2184.207862,"77-35 113th St Unit 5B","Forest Hills, NY ",New York,40.7162869,-73.8314446,"11375"
Welhome Realty Inc,Co-op for sale,255000.0,1,1,2184.207862,"68-05 138th St Unit 1C","Flushing, NY ",New York,40.7315119,-73.8286528,"11367"
Mitra Hakimi Realty Group LLC,Co-op for sale,140000.0,3,1,2184.207862,"164-20 Highland Ave Unit 5S","Jamaica, NY ",New York,40.7101573,-73.7988498,"11432"
Sbny Re,Co-op for sale,240000.0,3,1,500.0,"70-25 Yellowstone Blvd Unit 7B","Forest Hills, NY ",New York,40.7223221,-73.8493655,"11375"
COMPASS,Co-op for sale,1775000.0,2,2,2184.207862,"261 W 71st St Apt 1","Manhattan, NY ",New York,40.7787812,-73.9837783,"10023"
Corcoran Park Avenue South,Co-op for sale,1195000.0,2,2,650.0,"241 E 31st St # 2","New York, NY ",New York,40.7435603,-73.9784968,"10016"
"Charles Rutenberg Realty, Inc.",House for sale,699000.0,3,2,2040.0,"1045 Wheeler Ave","Bronx, NY ",United States,40.8247339,-73.8794549,"10472"
Corcoran West Side,Co-op for sale,4150000.0,2,2,2184.207862,"875 Fifth Ave # 12B","New York, NY ",New York,40.7701916,-73.9682413,"10065"
Homemax Realty Inc,Multi-family home for sale,1398000.0,9,6,4440.0,"255 Senator St","Brooklyn, NY ",United States,40.6376945,-74.0263049,"11220"
Coldwell Banker American Homes,Co-op for sale,299000.0,3,1,650.0,"42-55 Colden St Unit 12K","Flushing, NY ",New York,40.7533589,-73.8250479,"11355"
Brown Harris Stevens - 1926 Broadway,Co-op for sale,500000.0,3,1,450.0,"101 W 12th St Apt 7B","Manhattan, NY ",New York,40.7361563,-73.9977295,"10011"
E Realty International Corp,Condo for sale,450888.0,1,1,2184.207862,"63-60 102nd St Unit B14","Rego Park, NY ",New York,40.7319691,-73.8541569,"11374"
Ilite Realty Inc,Co-op for sale,298000.0,1,1,790.0,"2620 Ocean Pkwy Apt 6L","Brooklyn, NY ",New York,40.5860215,-73.9668364,"11235"
Realty Connect USA LLC,Co-op for sale,230000.0,1,1,2184.207862,"1360 Ocean Ave Apt 2L","Brooklyn, NY ",United States,40.6291705,-73.9575654,"11230"
B Square Realty,Condo for sale,748000.0,2,2,713.0,"41-62 Bowne St Unit 3D","Flushing, NY ",New York,40.7576255,-73.8231097,"11355"
Corcoran East Side,Co-op for sale,15500000,4,6,2184.207862,"1185 Park Ave # 16 & 17F","New York, NY ",United States,40.7985635,-73.943597,"10128"
Douglas Elliman - 575 Madison Ave,Townhouse for sale,6850000.0,4,4,2184.207862,"173 E 70th St","New York, NY ",United States,40.7688879,-73.962056,"10021"
Modern Spaces Love Your Place,Land for sale,650000.0,3,2,2184.207862,"31-42 41st St","Long Island City, NY ",United States,40.759972,-73.9173868,"11103"
Corcoran Brooklyn Heights,Pending,5895000.0,8,5,6312.0,"219 Frost St","Brooklyn, NY ",United States,40.7185648,-73.9422548,"11211"
Neman Yoska,Land for sale,149000.0,3,2,2184.207862,"644 Jefferson Ave","Staten Island, NY ",United States,40.5742632,-74.086609,"10306"
Sowae Corp,House for sale,215000.0,4,2,2000.0,"408 Van Siclen Ave","Brooklyn, NY ",United States,40.6694978,-73.8897534,"11207"
Sysak Sells Llc,House for sale,735000.0,3,2,2350.0,"3271 Hatting Pl","Bronx, NY ",United States,40.8170494,-73.802331,"10465"
Laffey Real Estate,Co-op for sale,229999.0,1,1,2184.207862,"54-44 Little Neck Pkwy Unit 1C","Little Neck, NY ",New York,40.7670999,-73.7274399,"11362"
EXP Realty,Pending,100000.0,3,1,445.0,"87-70 173rd St Unit 5J","Jamaica, NY ",New York,40.711337,-73.789277,"11432"
Corcoran Chelsea/Flatiron,Co-op for sale,385000.0,1,1,2184.207862,"870 W 181st St Apt 4","New York, NY ",New York,40.8512338,-73.9412096,"10033"
Properties Logan Inc,Co-op for sale,458000.0,2,1,2184.207862,"35-21 81st St Unit 1C","Jackson Heights, NY ",New York,40.750966,-73.885177,"11372"
Douglas Elliman  -111 Fifth Ave,Co-op for sale,3750000.0,2,2,2300.0,"45 Crosby St Apt 4S","New York, NY ",New York,40.7218174,-73.9985808,"10012"
Weichert Properties,Co-op for sale,3100000.0,2,2,2184.207862,"262 Central Park W Unit 14D","New York, NY ",New York,40.7857788,-73.9693433,"10024"
Brown Harris Stevens,Co-op for sale,595000.0,3,1,2184.207862,"19 E 73rd St Unit Medical","Manhattan, NY ",United States,40.7728688,-73.9653065,"10021"
Martini Real Estate - Martini Real Estate,Condo for sale,1325000.0,2,2,2184.207862,"40 W 55th St Apt 8D","New York, NY ",New York,40.7622732,-73.9767193,"10019"
COMPASS,Condo for sale,1750000.0,6,3,3364.0,"1184 Nostrand Ave","Brooklyn, NY ",United States,40.6585715,-73.9507462,"11225"
Awaye Realty,Multi-family home for sale,2100000.0,3,3,2000.0,"155 W 9th St","Brooklyn, NY ",United States,40.6756187,-74.0002793,"11231"
Douglas Elliman - Bayside,Co-op for sale,205900.0,1,1,750.0,"125-10 Queens Blvd Unit 821","Kew Gardens, NY ",New York,40.7119297,-73.826361,"11415"
"Behfar Team, Llc",Co-op for sale,265000.0,1,1,765.0,"1250 Ocean Pkwy Apt 2C","Brooklyn, NY ",New York,40.6180698,-73.9699744,"11230"
Douglas Elliman - Merrick,Co-op for sale,169999.0,1,1,2184.207862,"153-25 88th St Unit 2F","Howard Beach, NY ",New York,40.6661012,-73.8471882,"11414"
Keller Williams Realty NYC Grp,House for sale,775000.0,3,1,1696.0,"1217 Fairfax Ave","Bronx, NY ",United States,40.8377397,-73.8241472,"10465"
RE MAX Real Estate Professionals,House for sale,685000.0,4,2,2269.0,"263 Richmond Hill Rd","Staten Island, NY ",United States,40.5849183,-74.1599388,"10314"
Accomplish Realty Llc,Multi-family home for sale,1245000.0,7,6,2184.207862,"32-13 112th St","East Elmhurst, NY ",United States,40.7591289,-73.8579008,"11369"
Sotheby's International Realty - Downtown Manhattan,Co-op for sale,795000.0,1,1,2184.207862,"363 E 76th St Apt 14M","New York, NY ",New York,40.7707242,-73.9542132,"10021"
The Bouklis Group - The Bouklis Group Astoria,Condo for sale,445000.0,3,1,402.0,"25-74 34th St Unit 1C","Astoria, NY ",New York,40.7680157,-73.9174508,"11103"
CENTURY 21 Homefront,Co-op for sale,399000.0,2,1,960.0,"464 Neptune Ave Apt 2C","Brooklyn, NY ",New York,40.5792324,-73.9713245,"11224"
Excellent Realty Llc,Multi-family home for sale,1990000.0,6,5,2150.0,"204-18 46 Ave","Bayside, NY ",United States,40.7557556,-73.7774071,"11361"
Brown Harris Stevens,Co-op for sale,529000.0,2,1,2184.207862,"100 Overlook Terrace Ter Unit 312","Manhattan, NY ",New York,40.8558902,-73.9351781,"10040"
Corcoran West Side,Co-op for sale,7500000.0,6,6,4200.0,"1045 Park Ave # 10AB","New York, NY ",New York,40.7802712,-73.9567847,"10028"
Corcoran Chelsea/Flatiron,Co-op for sale,595000.0,1,1,2184.207862,"160 Cabrini Blvd Apt 73","New York, NY ",New York,40.8540347,-73.9393276,"10033"
Douglas Elliman - 664 Fulton,Co-op for sale,525000.0,3,2,2184.207862,"458 Neptune Ave Apt 3R","Brooklyn, NY ",New York,40.5794182,-73.9709078,"11224"
USREALTY   .com,Co-op for sale,479000.0,2,1,1100.0,"2932 W 5th St Apt 17C","Brooklyn, NY ",New York,40.5778092,-73.9728288,"11224"
Ivey North Llc,House for sale,1200000.0,4,2,2184.207862,"46-36 206 St","Bayside, NY ",United States,40.75515,-73.7757869,"11361"
Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,5950000.0,2,2,1853.0,"173 Perry St # 8N","New York, NY ",New York,40.7347565,-74.0097145,"10014"
COMPASS,Condo for sale,599000.0,1,1,626.0,"333 E 109th St Apt 2A","Manhattan, NY ",New York,40.7920582,-73.9393346,"10029"
COMPASS,Co-op for sale,350000.0,3,1,2184.207862,"155 E 49th St Unit 5F","Manhattan, NY ",New York,40.7556998,-73.9717539,"10017"
Oxford Property Group,Condo for sale,420000.0,1,1,668.0,"120 Ocean View Ave Unit 2C","Brooklyn, NY ",New York,40.5783101,-73.9670934,"11235"
Weichert Properties,Contingent,2400000.0,3,2,3248.0,"891 Montgomery St","Brooklyn, NY ",United States,40.6647715,-73.9353047,"11213"
Corcoran Park Avenue South,Co-op for sale,2199000.0,2,2,1770.0,"565 W End Ave Apt 11D","New York, NY ",New York,40.7899034,-73.9774703,"10024"
Brown Harris Stevens - 130 Fifth Avenue,Co-op for sale,595000.0,1,1,700.0,"425 E 51st St Apt 2G","Manhattan, NY ",New York,40.754338,-73.964711,"10022"
KORR REALTY,Co-op for sale,249000.0,2,1,1000.0,"2465 Haring St Apt 4D","Brooklyn, NY ",New York,40.5926635,-73.9388739,"11235"
COMPASS,Condo for sale,11000000,4,4,3452.0,"177 9th Ave Ph A","Manhattan, NY ",United States,40.7450569,-74.0027927,"10011"
Corcoran Chelsea/Flatiron,Co-op for sale,585000.0,1,1,2184.207862,"900 W 190th St Apt 14S","New York, NY ",New York,40.8570262,-73.9361002,"10040"
P R O Links Realty Inc,Multi-family home for sale,1180000.0,8,4,3321.0,"1246 Stratford Ave","Bronx, NY ",United States,40.8307543,-73.8757325,"10472"
Serhant,Condo for sale,1195000.0,1,1,713.0,"57 Reade St Apt 12E","New York, NY ",New York,40.7147947,-74.0064392,"10007"
Coldwell Banker Signature Prop,Co-op for sale,115000.0,3,1,550.0,"306 E Mosholu Pkwy S Apt 5C","Bronx, NY ",New York,40.8716219,-73.8826018,"10458"
Brown Harris Stevens,Condo for sale,779000.0,1,1,638.0,"250 E 30th St Apt 6B","Manhattan, NY ",New York,40.7422824,-73.9781111,"10016"
RE MAX Edge,Multi-family home for sale,1850000.0,12,7,4719.0,"715 55th St","Brooklyn, NY ",United States,40.6395826,-74.0081915,"11220"
Engel & V�������,Condo for sale,9975000.0,3,3,2241.0,"15 Central Park W Apt 16G","New York, NY ",New York County,40.7697189,-73.9810746,"10023"
Dom Realty of NY Inc,Townhouse for sale,925000.0,3,2,1875.0,"69-33 169 St","Fresh Meadows, NY ",United States,40.7318932,-73.8001903,"11365"
COMPASS,Pending,360000.0,1,1,2184.207862,"425 E 78th St Apt 1C","Manhattan, NY ",New York,40.7711911,-73.9516646,"10075"
COMPASS,Co-op for sale,2750000.0,2,2,2184.207862,"200 Central Park S Apt 20J","Manhattan, NY ",New York,40.7666667,-73.9797008,"10019"
Brown Harris Stevens,Co-op for sale,1450000.0,4,2,2184.207862,"135 E 39th St Unit 1CD","Manhattan, NY ",New York,40.7494389,-73.9768133,"10016"
Keller Williams NYC,Townhouse for sale,3400000.0,5,4,4852.0,"218 W 139th St Unit Th","New York, NY ",United States,40.8180997,-73.9429051,"10030"
B Square Realty,Co-op for sale,329000.0,2,1,2184.207862,"23-55 Bell Blvd Unit 4D","Bayside, NY ",New York,40.7807824,-73.7743544,"11360"
Homefinders of SI Inc.,House for sale,699000.0,3,2,1008.0,"402 Grandview Ave","Staten Island, NY ",United States,40.6306551,-74.1655807,"10303"
Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,3375000.0,3,3,2184.207862,"1165 Fifth Ave # 8C","New York, NY ",New York,40.7888952,-73.9545865,"10029"
ATLANTIC PROPERTIES REALTY INC,House for sale,1175000.0,3,2,2184.207862,"3028 Brighton 7th St","Brooklyn, NY ",United States,40.5790606,-73.9612505,"11235"
Corcoran West Side Gallery,Co-op for sale,3150000.0,4,3,2184.207862,"101 W 81st St # 615/616","New York, NY ",United States,40.7835147,-73.9748183,"10024"
Brown Harris Stevens - 445 Park Avenue,Co-op for sale,15000000,4,6,2184.207862,"820 Fifth Ave Unit Maisonette","Manhattan, NY ",United States,40.7668419,-73.9707457,"10065"
Douglas Elliman - 575 Madison Ave,Co-op for sale,3150000.0,4,4,2184.207862,"870 Fifth Ave Unit 4H","New York, NY ",New York,40.7699404,-73.9686033,"10065"
Douglas Elliman - Bayside,Pending,825000.0,2,1,2184.207862,"33-11 73rd St","Jackson Heights, NY ",United States,40.7542784,-73.8933876,"11372"
NoBroker,House for sale,899000.0,2,2,1056.0,"1595 Independence Ave","Brooklyn, NY ",United States,40.603279,-74.014377,"11228"
COMPASS,Condo for sale,795000.0,1,1,860.0,"350 E 62nd St Apt 3B","Manhattan, NY ",New York,40.7614804,-73.9610613,"10065"
RE MAX Real Estate Professionals,Co-op for sale,275000.0,1,1,880.0,"275 Webster Ave Apt 5A","Brooklyn, NY ",New York,40.6329634,-73.9709274,"11230"
RE MAX Distinguished Homes & Properties,Multi-family home for sale,775000.0,6,2,2910.0,"1989 Cruger Ave","Bronx, NY ",United States,40.8501271,-73.8669885,"10462"
Douglas Elliman - 575 Madison Ave,House for sale,2150000.0,2,2,2184.207862,"300 E 40th St Apt 28B","New York, NY ",New York,40.7479844,-73.9728389,"10016"
Amorelli Realty LLC,House for sale,899000.0,3,1,2184.207862,"32-50 53 Pl","Woodside, NY ",United States,40.7543613,-73.9077947,"11377"
Call It Home Realty LLC,House for sale,699000.0,5,4,1838.0,"2845 Decatur Ave","Bronx, NY ",United States,40.8677282,-73.8849595,"10458"
Promise Realty LLC,Multi-family home for sale,904000.0,4,3,2184.207862,"158-20 77 Ave","Fresh Meadows, NY ",United States,40.7236308,-73.8094885,"11366"
Parkside Realty Of Queens Inc,House for sale,669000.0,3,1,2184.207862,"91-09 95th St","Woodhaven, NY ",United States,40.6899622,-73.8484421,"11421"
E Z Sell Realty,Co-op for sale,279000.0,1,1,2184.207862,"99-05 63rd Dr Unit 14U","Rego Park, NY ",New York,40.7312899,-73.85773,"11374"
NEXTHOME PLATINUM PROPERTIES,Co-op for sale,330000.0,1,1,656.0,"17-85 215th St Unit 6K","Bayside, NY ",New York,40.7843012,-73.7761962,"11360"
"CLAS - Classic Marketing, LLC",Co-op for sale,399000.0,3,1,2184.207862,"220 E 73rd St Unit 8G","New York, NY ",New York,40.7697297,-73.9590126,"10021"
Coordinate,House for sale,1250000.0,3,2,2049.0,"134 E 35th St","Brooklyn, NY ",United States,40.6520971,-73.9451094,"11203"
COMPASS,Co-op for sale,975000.0,2,2,1270.0,"158-18 Riverside Dr W Unit 2E","Manhattan, NY ",New York,40.8370331,-73.9477948,"10032"
City Connections Realty,Condo for sale,1385000.0,1,2,875.0,"301 W 57th St Apt 34E","New York, NY ",New York,40.767078,-73.9831196,"10019"
Corcoran East Side,Condo for sale,849000.0,3,2,2184.207862,"8 W 65th St Apt 1B","New York, NY ",New York,40.7719831,-73.9802428,"10023"
Corcoran Brooklyn Heights,House for sale,1699000.0,3,2,2200.0,"93 Lexington Ave # 4","Brooklyn, NY ",United States,40.6870728,-73.9584649,"11238"
Corcoran West Side,Co-op for sale,1195000.0,2,2,2184.207862,"444 E 84th St # 3GH","New York, NY ",New York,40.77475,-73.9488864,"10028"
Keller Williams Realty Greater Nassau,Co-op for sale,190000.0,3,1,500.0,"175-20 Wexford Ter Unit 8W","Jamaica, NY ",New York,40.7122499,-73.78851,"11432"
Coldwell Banker Warburg,Co-op for sale,405000.0,3,1,550.0,"345 E 81st St Apt 2H","New York, NY ",New York,40.7740666,-73.9522989,"10028"
Tudor Realty Services Corp. - Tudor Realty Services Corp.,Co-op for sale,169500.0,1,1,2184.207862,"2080-2090 Barnes Ave Unit 5D","Bronx, NY ",New York,40.8531021,-73.8636237,"10462"
Voro Llc,House for sale,738280.0,3,2,1302.0,"224-20 145th Rd","Springfield Gardens, NY ",United States,40.6619508,-73.7548417,"11413"
RE MAX Edge,Multi-family home for sale,950000.0,5,2,1660.0,"3025 Brighton 8th St","Brooklyn, NY ",United States,40.5792869,-73.9603435,"11235"
Leven Real Estate - Head Office,Condo for sale,800000.0,3,1,916.0,"15 Broad St Apt 1928","New York, NY ",United States,40.7067114,-74.010457,"10005"
Brooklyn Real Property Inc,Condo for sale,359000.0,2,1,920.0,"190 Cozine Ave Apt 3H","Brooklyn, NY ",New York,40.654871,-73.8847697,"11207"
Coldwell Banker Warburg,Co-op for sale,1950000.0,2,3,2184.207862,"860 Fifth Ave Unit 4H","New York, NY ",New York,40.7695956,-73.9688773,"10065"
BRPI - Brooklyn Real Property,Townhouse for sale,999000.0,7,4,2184.207862,"524 Wyona St","Brooklyn, NY ",United States,40.6656785,-73.8916486,"11207"
Corcoran Chelsea/Flatiron,Co-op for sale,1950000.0,2,2,960.0,"791 Greenwich St Apt 5","New York, NY ",New York,40.7373507,-74.0063169,"10014"
E Realty International Corp,Condo for sale,649000.0,1,1,2184.207862,"362 W 127th St Unit 6B","New York, NY ",New York,40.8121684,-73.9523535,"10027"
Winzone Realty Inc,Condo for sale,1175000.0,4,2,2184.207862,"168-46 Powells Cove Blvd Unit 21","Whitestone, NY ",New York,40.7932921,-73.7951779,"11357"
Island Group Realty Inc,House for sale,799000.0,4,2,2184.207862,"133-22 Centreville St","Ozone Park, NY ",United States,40.6757849,-73.8361627,"11417"
NoBroker,Condo for sale,358000.0,3,1,2184.207862,"150-38 Union Tpke Unit 11B","Flushing, NY ",New York,40.7187728,-73.811168,"11367"
Charles Rutenberg Realty Inc,Co-op for sale,189999.0,1,1,2184.207862,"83-55 Lefferts Blvd Unit 5C","Kew Gardens, NY ",New York,40.704719,-73.832559,"11415"
NoBroker,Condo for sale,760000.0,1,1,700.0,"414 W 54th St Apt 4E","New York, NY ",New York,40.766298,-73.9881994,"10019"
Exp Realty,Multi-family home for sale,675999.0,3,2,2070.0,"2067 Pitman Ave","Bronx, NY ",United States,40.8974036,-73.8427908,"10466"
Coldwell Banker Warburg,Co-op for sale,995000.0,2,2,2184.207862,"164 E 72nd St Apt 13C","New York, NY ",New York,40.7699248,-73.9617134,"10021"
BERGEN BASIN REALTY,Condo for sale,649000.0,3,2,1150.0,"1120 Bergen Ave Unit 88","Brooklyn, NY ",New York,40.6280068,-73.9155812,"11234"
RE MAX Edge,Condo for sale,475000.0,1,1,739.0,"3016 Brighton 5th St Apt 1C","Brooklyn, NY ",New York,40.5789422,-73.9632143,"11235"
Keller Williams Legendary,Pending,450000.0,2,1,2184.207862,"37-26 87th St Unit 2F","Jackson Heights, NY ",New York,40.749416,-73.8796895,"11372"
COMPASS,Townhouse for sale,7250000.0,1,2,4930.0,"155 Duane St","Manhattan, NY ",United States,40.7168184,-74.0085588,"10013"
RE MAX Real Estate Professionals,Multi-family home for sale,1799000.0,11,6,5031.0,"7619 21st Ave","Brooklyn, NY ",United States,40.608348,-73.9903259,"11214"
TREBACH REALTY INC,House for sale,1500000.0,8,5,2184.207862,"3251 Riverdale Ave","Bronx, NY ",United States,40.8838882,-73.908028,"10463"
Corcoran West Side Gallery,Condo for sale,3995000.0,3,4,2456.0,"360 E 88th St Ph 2B","New York, NY ",New York County,40.7781672,-73.9489094,"10128"
"Garfield, Leslie J. & Co., Inc.",Townhouse for sale,2299000.0,7,6,2184.207862,"68 E 127th St","New York, NY ",United States,40.8066101,-73.9390361,"10035"
Corcoran,Pending,210000.0,1,1,850.0,"135 Ocean Pkwy Apt 1R","Kensington, NY ",New York,40.6466766,-73.9740956,"11218"
Sotheby's International Realty - Downtown Manhattan,Co-op for sale,3200000.0,3,4,1825.0,"24 Central Park S # 5W","New York, NY ",New York,40.7703005,-73.9804715,"10019"
East Coast Realty Partners Llc,Co-op for sale,579000.0,3,2,1200.0,"61-15 98th St Unit 7J","Rego Park, NY ",New York,40.7346339,-73.8602384,"11374"
ATLANTIC PROPERTIES REALTY INC,House for sale,1175000.0,3,2,2184.207862,"3065 Brighton 4th St","Brooklyn, NY ",United States,40.577735,-73.9632478,"11235"
Block & Lot Real Estate SVC,Condo for sale,648888.0,2,2,950.0,"152-18 Union Tpke Unit 11D","Flushing, NY ",New York,40.7188694,-73.8111217,"11367"
EXIT ALL SEASONS REALTY,Multi-family home for sale,989000.0,7,5,3978.0,"79-09 153rd Ave","Howard Beach, NY ",United States,40.6659011,-73.854748,"11414"
COMPASS,Co-op for sale,995000.0,1,1,2184.207862,"250 W 22nd St Apt 4B","Manhattan, NY ",New York,40.7440497,-73.9980389,"10011"
Joe Hasselt Real Estate,Co-op for sale,154900.0,1,1,700.0,"3 Fordham Hill Oval Apt 4A","Bronx, NY ",New York,40.8646563,-73.9082145,"10468"
RE/MAX Edge,Condo for sale,399000.0,1,1,577.0,"231 68th St Apt 303","Brooklyn, NY ",New York,40.6373585,-74.0272224,"11220"
NoBroker,Condo for sale,589000.0,3,1,415.0,"500 W 43rd St Apt 12G","New York, NY ",New York,40.7602412,-73.9954328,"10036"
Calabrese Real Estate,Pending,565000.0,2,2,1238.0,"537 Annadale Rd","Staten Island, NY ",United States,40.5493207,-74.1744217,"10312"
NextHome Prestige,Townhouse for sale,760000.0,2,2,2337.0,"142 Commodore Dr","Staten Island, NY ",United States,40.5148559,-74.2032529,"10309"
Corcoran East Side,Condo for sale,3795000.0,3,3,2250.0,"201 E 80th St Apt 16A","New York, NY ",New York,40.7747519,-73.9561067,"10075"
RE MAX Elite,Multi-family home for sale,995000.0,6,3,2125.0,"52 28th Ave","Brooklyn, NY ","11214",40.5895073,-73.9855167,"11214"
Precious Properties Corp.,House for sale,685000.0,3,2,1280.0,"59 Bartlett Ave","Staten Island, NY ",United States,40.5491914,-74.1660279,"10312"
Perfect Properties Corp,Multi-family home for sale,599000.0,5,2,2184.207862,"13-73 Beach Channel Dr","Far Rockaway, NY ",United States,40.607379,-73.754678,"11691"
Sotheby's International Realty - Downtown Manhattan,Condo for sale,3250000.0,3,2,2292.0,"71 Ludlow St Apt 4B","New York, NY ",New York,40.7175362,-73.9899587,"10002"
"Tom Crimmins Realty, Ltd.",Condo for sale,245000.0,1,1,800.0,"1100 Clove Rd Apt 7B","Staten Island, NY ",New York,40.6189484,-74.1071576,"10301"
Ernest Chi Real Estate LLC,Co-op for sale,729000.0,3,2,1400.0,"4555 Henry Hudson Pkwy Apt 903","Bronx, NY ",New York,40.8924692,-73.9091145,"10471"
Richard Greco Real Estate,Multi-family home for sale,779000.0,3,2,1557.0,"1760 Tomlinson Ave","Bronx, NY ",United States,40.8494439,-73.8515779,"10461"
eXp Realty BKNY,Condo for sale,1090000.0,3,3,1295.0,"1845 52nd St Apt 27","Brooklyn, NY ",New York,40.6260941,-73.9815074,"11204"
Dreamlife Realty New York Llc,Co-op for sale,365000.0,2,1,925.0,"393 Avenue S Apt 4A","Brooklyn, NY ",New York,40.602199,-73.9709488,"11223"
Douglas Elliman - 575 Madison Ave,Townhouse for sale,12495000,4,4,6310.0,"44 E 82nd St","New York, NY ",United States,40.7777566,-73.9600565,"10028"
UbiQ NY Ltd,Condo for sale,1990000.0,2,2,1309.0,"124 W 24th St Apt 2D","New York, NY ",New York,40.7439229,-73.9937052,"10011"
Exp Realty,Multi-family home for sale,1200000.0,6,4,2808.0,"4036 Bell Ave","Bronx, NY ",United States,40.8928243,-73.8348075,"10466"
Reliable Sell & Buy Realty Inc,Co-op for sale,473000.0,2,1,1000.0,"150 W End Ave Apt 5H","Brooklyn, NY ",New York,40.5782536,-73.9534785,"11235"
COMPASS,Co-op for sale,2348000.0,3,4,2184.207862,"860 United Nations Plz Units 31 & 32D","Manhattan, NY ",New York,40.7526263,-73.9658766,"10017"
"CORE Group Marketing, LLC",Condo for sale,25000000,5,6,4089.0,"555 W 22nd St Apt 11AW","New York, NY ",New York,40.7481933,-74.006941,"10011"
Brown Harris Stevens,Condo for sale,995000.0,1,1,2184.207862,"305 Second Ave Unit 20","Manhattan, NY ",United States,40.7344156,-73.9836325,"10003"
"5 Boro Realty Corp",Land for sale,799999.0,3,2,2184.207862,"1905 Fulton St","Bedford Stuyvesant, NY ",United States,40.6789582,-73.9203193,"11233"
COMPASS,Condo for sale,2950000.0,3,2,1709.0,"360 Furman St Apt 337","Brooklyn, NY ",New York,40.6935342,-74.0002618,"11201"
RE/MAX Elite,Contingent,850000.0,8,3,1976.0,"1681 Prospect Pl","Brooklyn, NY ",United States,40.6729629,-73.9207117,"11233"
COMPASS,Townhouse for sale,2950000.0,4,4,2184.207862,"111 Nelson St","Brooklyn, NY ",United States,40.6773575,-74.0013329,"11231"
